organization_name,org_type,amenity,healthcare,social_facility,address,city,lat,lon,distance_miles
AdvantageCare Physicians Medical Office,clinic,clinic,clinic,,225 East 95th Street,,40.7842132,-73.9486996,6.13
Brilla College Prep Middle School,school,school,,,,,40.8153031,-73.9197564,6.13
Our Lady of Grace School,school,school,,,,,40.6612209,-73.8331621,6.13
Public School 66 & Fannie Lou Hamer Middle School,school,school,,,1001 Jennings Street,Bronx,40.8315096,-73.8865388,6.13
Public School 137,school,school,,,,,40.6822761,-73.9168823,6.14
Duane Reade,pharmacy,pharmacy,pharmacy,,1352 1st Avenue,New York,40.7678873,-73.9556728,6.14
Santa Maria School,school,school,,,1510 Zerega Avenue,,40.838489,-73.8489489,6.14
After Hours Project,clinic,clinic,clinic,,935 Broadway,,40.6973869,-73.9354875,6.14
Duane Reade,pharmacy,pharmacy,pharmacy,,1915 3rd Avenue,,40.7912777,-73.9445618,6.14
Lovejoy Senior Daycare Center,social_facility,social_facility,,day_care,111 Moore Street,,40.70401,-73.9411921,6.14
DDI,clinic,clinic,clinic,,3rd Avenue,,40.8116962,-73.9252799,6.15
MG Pharmacy,pharmacy,pharmacy,pharmacy,,950 Broadway,,40.6967402,-73.9351744,6.15
Hadi Medical Group - Brooklyn,doctors,doctors,doctor,,1893 Eastern Parkway,Brooklyn,40.6770144,-73.9082895,6.15
Helping U Homecare,clinic,clinic,clinic,,1897 3rd Avenue,,40.790729,-73.9450921,6.15
Montefiore Family Medical Association,hospital,hospital,hospital,,310 East Tremont Avenue,The Bronx,40.8387239,-73.8352419,6.15
Most Holy Trinity School,school,school,,,,,40.707047,-73.9440266,6.16
Bronx Community High School,school,school,,,,,40.8233333,-73.9072222,6.16
New York Proton Center,hospital,hospital,hospital,,225 East 126th Street,,40.804048,-73.9342033,6.16
I & S Pharmacy,pharmacy,pharmacy,pharmacy,,1994 3rd Avenue,,40.7939172,-73.9431874,6.16
La Salud Medical Center,clinic,clinic,clinic,,99 Moore Street,,40.703953,-73.941724,6.16
Specs for Less,optometrist,,optometrist,,1904 3rd Avenue,,40.7910581,-73.9452546,6.16
Play Greenpoint,kindergarten,kindergarten,,,33 Nassau Avenue,,40.7231042,-73.953158,6.16
Mary D.'s Housing for Seniors,social_facility,social_facility,,assisted_living,80 Dupont Street,Brooklyn,40.7355152,-73.9570252,6.16
Saint Raymond High School for Boys,school,school,,,2151 Saint Raymond Avenue,,40.8384408,-73.8540886,6.16
Memorial Sloan Kettering Cancer Center,hospital,hospital,hospital,,1275 York Avenue,New York,40.7644584,-73.956963,6.16
Community School District 7,school,school,,,,,40.8154363,-73.920396,6.16
Public School 18,school,school,,,,,40.7108807,-73.9466894,6.16
Public School 10,school,school,,,,,40.8234339,-73.9073587,6.17
Manhattan Schoolhouse,kindergarten,kindergarten,,,1538 2nd Avenue,,40.77405,-73.9543174,6.17
Spear Physical Therapy,physiotherapist,,physiotherapist,,245 East 84th Street,,40.77685,-73.9530784,6.17
Immaculate Conception Parochial School,school,school,,,378 East 151st Street,,40.8175579,-73.9176708,6.17
Wellness Plus Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7010833,-73.9394574,6.17
Trinity Human Services Corp.,social_facility,social_facility,,food_bank,153 Johnson Avenue,Brooklyn,40.7068642,-73.9441822,6.17
Trinity Thrift Shop,social_facility,social_facility,,clothing_bank,,,40.7068376,-73.9441498,6.17
Mount Sinai Doctors,clinic,clinic,clinic,,234 East 85th Street,,40.7772527,-73.9529752,6.17
Saint Peter and Saint Paul School,school,school,,,838 Brook Avenue,,40.8218584,-73.9105139,6.17
The Howard Beach School,school,school,,,,,40.6605517,-73.8348998,6.17
Walgreens,pharmacy,pharmacy,pharmacy,,3085 East Tremont Avenue,The Bronx,40.8389754,-73.8355642,6.17
Atria Cuttermill,social_facility,social_facility,,assisted_living,96 Cuttermill Road,Great Neck,40.7840499,-73.7319216,6.17
Public School 5 Dr. Ronald McNair,school,school,,,,,40.6853094,-73.9226146,6.18
P.S/M.S 212,school,school,,,,,40.8269838,-73.9005916,6.18
Brilla Public Charter Schools,school,school,,,,,40.8153805,-73.9214359,6.19
Hunter School of Social Work,school,school,,,2180 3rd Avenue,,40.7998401,-73.9390412,6.19
The Bentley Hotel,social_facility,social_facility,,shelter,500 East 62nd Street,New York,40.7602216,-73.9581709,6.19
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,1-50 50th Avenue,,40.743491,-73.9586883,6.19
Enexia Pharmacy,pharmacy,pharmacy,pharmacy,,East 125th Street,,40.8033818,-73.9355044,6.19
Ardor School,school,school,,,29 Nassau Avenue,Brooklyn,40.7229754,-73.9535642,6.19
Greenpoint Hunger Program,social_facility,social_facility,,food_bank,"123 Milton Street, Brooklyn, NY 11222",,40.72955,-73.9559635,6.19
Public School 257,school,school,,,,,40.7026896,-73.941333,6.19
Holy Family School,school,school,,,,,40.7234356,-73.9540269,6.2
Public School 77,school,school,,,,,40.7847222,-73.95,6.2
SAS Pharmacy,pharmacy,pharmacy,pharmacy,,1481 Leland Avenue,,40.8376615,-73.864646,6.2
Little Neck Care Center,rehabilitation,,rehabilitation,,260-19 Nassau Boulevard,,40.7660637,-73.7242508,6.2
Northwell Health-GoHealth Urgent Care,clinic,clinic,clinic,,175 East 96th Street,New York,40.785535,-73.9495663,6.2
Optum Urgent Care,clinic,clinic,clinic,,1601 3rd Avenue,,40.7815029,-73.9517221,6.2
Broadway Family Dental,dentist,dentist,dentist,,372 Stockton Street,,40.6974259,-73.9370117,6.2
Public School 86,school,school,,,,,40.7851696,-73.9499962,6.21
King's Academy,school,school,,,,,40.805,-73.9344444,6.21
Arc En Ciel,kindergarten,kindergarten,,,1656 3rd Avenue,,40.7831117,-73.9510757,6.21
Century Medical & Dental Center,clinic,clinic,clinic,,2315 3rd Avenue,New York,40.8040944,-73.9352742,6.21
Automotive High School,school,school,,,,,40.7223153,-73.9537375,6.21
Public School 198,school,school,,,1700 3rd Avenue,,40.7849967,-73.9502957,6.22
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,1622 3rd Avenue,,40.7822254,-73.9517811,6.22
Bitesize Pediatric Dentistry,dentist,dentist,dentist,,568 Union Avenue,Brooklyn,40.7178786,-73.9519847,6.22
Maha Rose Center for Healing,alternative,,alternative,,97 Green Street,,40.7336006,-73.9577332,6.22
Weill Cornell Medical Associates,clinic,clinic,clinic,,215 East 85th Street,,40.7779526,-73.9536097,6.22
Rothaus Plastic Surgery,doctors,doctors,doctor,,325 East 72nd Street,New York,40.7685208,-73.9570472,6.22
Public School 26,school,school,,,,,40.691557,-73.9313971,6.22
Renaissance High School of Musical Theater and Technology,school,school,,,,,40.8400028,-73.8378679,6.23
The Dalton School Physical Education Center,school,school,,,200 East 87th Street,,40.7792828,-73.9532328,6.23
Community Healthcare Network - Williamsburg,clinic,clinic,clinic,,94-98 Manhattan Avenue,Brooklyn,40.7056311,-73.9445104,6.23
New York Family Dental Arts,dentist,dentist,dentist,,340 East 72nd Street,,40.7681777,-73.9572879,6.23
"Gad Avshalomov, New York Allergy, Asthma & Immunology",doctors,doctors,doctor,,364 East 69th Street,,40.7660116,-73.9579873,6.23
Williamsburg Health Center,clinic,clinic,,,,,40.705488,-73.9444438,6.23
Borinquen Plaza Older Adult Center,social_facility,social_facility,,day_care,80 Seigel Street,Brooklyn,40.7041192,-73.943303,6.23
Queen of Peace Residence,social_facility,social_facility,,nursing_home,110-30 221st Street,,40.7064879,-73.7365227,6.23
Brandywine at the Savoy,social_facility,social_facility,,nursing_home,,,40.7652396,-73.723464,6.23
"Maheshkumar Shah, DDS",dentist,dentist,dentist,,1791 Lexington Avenue,New York,40.7956249,-73.9435161,6.24
Academy for Careers in Television & Film,school,school,,,1-50 51st Avenue,Long Island City,40.7429152,-73.9595696,6.24
Value Price Pharmacy,pharmacy,pharmacy,pharmacy,,1475 2nd Avenue,,40.7719301,-73.9563213,6.24
Public School 15,school,school,,,121-15 Lucas Street,,40.6860006,-73.7565527,6.24
Public School 007,school,school,,,160 East 120th Street,New York,40.8006247,-73.9394403,6.24
Intermediate School 183,school,school,,,,,40.8134341,-73.9257221,6.25
Northeast Academy,school,school,,,,,40.8274887,-73.9021643,6.25
Tisch Center for Women's Health,clinic,clinic,clinic,,207 East 84th Street,,40.7774587,-73.9545264,6.25
Personal Injury Urgent Care,clinic,clinic,,,129-11 Merrick Boulevard,,40.6808246,-73.7635574,6.25
New Drug Loft,pharmacy,pharmacy,pharmacy,,1410 2nd Avenue,,40.7697062,-73.9573848,6.25
Williamsburg Therapy Group,doctors,doctors,doctor,,,,40.7346471,-73.9585339,6.25
Healthy Harlem,pharmacy,pharmacy,pharmacy,,1875 Lexington Avenue,New York,40.7989449,-73.9411912,6.25
Vitahealth Apothecary,pharmacy,pharmacy,pharmacy,,1235 1st Avenue,,40.7644608,-73.9586442,6.25
LAL 249,alternative,,alternative,,,,40.7723305,-73.9564789,6.25
Richard S. Sherman - Great Neck North Middle School,school,school,,,77 Polo Road,Great Neck,40.803028,-73.7442613,6.25
Public School Q186 Castlewood,school,school,,,,,40.7496133,-73.721449,6.25
Northwell Health Clinical Laboratories of New York,clinic,clinic,clinic,,,,40.7604807,-73.7222652,6.25
North Shore Hebrew Academy,school,school,,,26 Old Mill Road,Great Neck,40.7967382,-73.738535,6.26
Goldberg's Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7631454,-73.9591112,6.26
Smile Lounge,dentist,dentist,dentist,,,,40.7337335,-73.9584014,6.26
Cohen's Fashion Optical,optometrist,,optometrist,,1503 3rd Avenue,,40.7779004,-73.9544341,6.26
Cardiology Consultants of New York,doctors,doctors,doctor,,311 East 72nd Street,,40.7686817,-73.9577272,6.26
Saint Anthony School,school,school,,,,,40.8378378,-73.8694174,6.26
Public School 198,school,school,,,1180 Tinton Avenue,,40.8284095,-73.900123,6.26
Bronx High School of Letters,school,school,,,,,40.8135702,-73.9260652,6.27
Intermediate School 224,school,school,,,,,40.8134846,-73.9260685,6.27
Public School M030 Hernandez / Hughes,school,school,,,,,40.8055116,-73.9355127,6.27
Bronx Academy of Letters,school,school,,,,,40.8136235,-73.9260636,6.27
Preschool of America,kindergarten,kindergarten,,,1501 Lexington Avenue,,40.7863421,-73.9503869,6.27
The Dermatology Specialists,doctors,doctors,doctor,,1425 2nd Avenue,,40.7703134,-73.9574989,6.27
Evers Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.6965584,-73.7438588,6.27
Leeman Dental,dentist,dentist,dentist,,,,40.786227,-73.7309875,6.27
Catholic Charaties Brooklyn and Queens,social_facility,social_facility,,food_bank,333 Hart Street,Brooklyn,40.6950366,-73.9362832,6.27
Lakeville School,school,school,,,,,40.7734669,-73.7251644,6.27
Bronx International High School,school,school,,,,,40.8270969,-73.9040627,6.28
High School for Violin and Dance,school,school,,,,,40.8270721,-73.9040185,6.28
School for Excellence High School,school,school,,,,,40.8270885,-73.9041132,6.28
Middle School 203,school,school,,,,,40.8136843,-73.9260669,6.28
Public School M333 Manhattan School for Children,school,school,,,,,40.7836269,-73.9522654,6.28
Upper East Side Rehabilitation and Nursing Center,rehabilitation,,rehabilitation,,211 East 79th Street,New York,40.7742024,-73.9564754,6.28
CityMD,clinic,clinic,clinic,,1500 Lexington Avenue,,40.7862582,-73.950822,6.28
Carnegie Hill Endoscopy,centre,,centre,,1516 Lexington Avenue,,40.786939,-73.9503588,6.28
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,1396 2nd Avenue,New York,40.7688866,-73.958037,6.28
DaVita Dialysis Center Of Queens,clinic,clinic,dialysis,,Hempstead Avenue,,40.7120471,-73.7317808,6.28
Chinese Acupuncture & Acupressure Center,alternative,,alternative,,1498 3rd Avenue,,40.7779608,-73.9548807,6.28
Glenn Reit D.D.S.,dentist,dentist,dentist,,1498 3rd Avenue,,40.7779443,-73.9548481,6.28
St. Nicks Alliance,social_facility,social_facility,,outreach,,,40.6997349,-73.9407852,6.28
K385 School of Business Finance and Entrepreneurship,school,school,,,,,40.6917087,-73.9332614,6.29
Public School M138,school,school,,,,,40.8058249,-73.9354993,6.29
The Salvation Army Manhattan Citadel Corps Community Center,social_facility,social_facility,,shelter,145 East 125th Street,,40.8044048,-73.9370707,6.29
Farmacia,pharmacy,pharmacy,pharmacy,,127 East 110th Street,,40.7951642,-73.9449842,6.29
P.E.G. General Dental,dentist,dentist,dentist,,747 Melrose Avenue,Bronx,40.8209395,-73.9157314,6.29
Northwell Health Physician Partners,clinic,clinic,clinic,,178 East 85th Street,,40.7782151,-73.954991,6.29
United Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7109809,-73.9494735,6.29
Saint Cecilia's Food Pantry,social_facility,social_facility,,food_bank,125 East 105th Street,,40.7919483,-73.9473268,6.29
QCC Services Inc. The PAC Program,clinic,clinic,,,,,40.7017878,-73.9428595,6.29
BSNBCS High School,school,school,,,217 North 10th Street,,40.7180837,-73.953478,6.29
PS 149 Annex,school,school,,,377 Pennsylvania Avenue,,40.668426,-73.8945839,6.29
Montefiore Westchester Square Campus,hospital,hospital,hospital,,2475 Saint Raymonds Avenue,Bronx,40.8407134,-73.8484706,6.29
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,1500 Lexington Avenue,,40.7864664,-73.9507717,6.29
Cathedral High School,school,school,,,,,40.7866046,-73.9510344,6.3
Public School 271,school,school,,,1137 Herkimer Street,Brooklyn,40.67811,-73.915216,6.3
Public School 101,school,school,,,141 East 111th Street,,40.7960403,-73.944551,6.3
John L. Miller - Great Neck North High School,school,school,,,35 Polo Road,Great Neck,40.8001701,-73.7405226,6.3
Public School 18,school,school,,,,,40.6929302,-73.9348121,6.3
M459 Manhattan International High School,school,school,,,,,40.7655687,-73.9595921,6.31
M565 Urban Academy Laboratory High School,school,school,,,,,40.7654825,-73.9595892,6.31
Saint Paul's School,school,school,,,114 East 118th Street,,40.8001661,-73.9414844,6.31
Woodhull Prescription Center,pharmacy,pharmacy,pharmacy,,755 Flushing Avenue,,40.7007562,-73.9425241,6.31
CityMD,clinic,clinic,clinic,,32 Westchester Square,Bronx,40.8411704,-73.843542,6.31
USA Vein Clinic,clinic,clinic,clinic,,1153 1st Avenue,New York,40.7622981,-73.9602545,6.31
Walgreens,pharmacy,pharmacy,pharmacy,,,,40.7675585,-73.9589875,6.31
Lexington Avenue Pharmacy,pharmacy,pharmacy,pharmacy,,Lexington Avenue,,40.8040936,-73.9378101,6.31
Cristo Rey New York High School,school,school,,,,,40.7925094,-73.9474093,6.31
Birch Wathen Lenox School,school,school,,,210 East 77th Street,New York,40.7724721,-73.9576861,6.31
Public School 134,school,school,,,1330 Bristow Street,,40.831612,-73.8942391,6.31
Junior High School K057 Whitelaw Reid,school,school,,,,,40.6913175,-73.9334866,6.32
Ella Baker School,school,school,,,,,40.7653352,-73.9597364,6.32
Vanguard High School,school,school,,,317 East 67th Street,,40.7653519,-73.9597637,6.32
New York Medical Imaging Associates,clinic,clinic,clinic,,165 East 84th Street,,40.7780682,-73.9556027,6.32
Sumner Older Adult Club,social_facility,social_facility,,day_care,862 Park Avenue,Brooklyn,40.6981878,-73.9405243,6.32
Great Neck Adult Learning Center,school,school,,,,,40.7944257,-73.7354449,6.32
Salvation Army: Bronx Citadel,kindergarten,kindergarten,,,,,40.8230621,-73.9131887,6.32
Saint Johns Preparatory School,school,school,,,,,40.6948972,-73.9376355,6.33
Plaza del Castillo Health Center,clinic,clinic,clinic,,1515 Southern Boulevard,Bronx,40.8333008,-73.8906211,6.33
Spear,physiotherapist,,physiotherapist,,1332 Lexington Avenue,,40.7813743,-73.9543929,6.33
VRMED,clinic,clinic,clinic,,242 East 72nd Street,New York,40.7688374,-73.9591103,6.33
New York Blood Center,blood_donation,,blood_donation,,310 East 67th Street,,40.7652026,-73.9599846,6.33
Williamsburg Northside Lower School,school,school,,,299 North 7th Street,Brooklyn,40.7150156,-73.9527351,6.33
P.S. 384 - Hunters Point Elementary,school,school,,,,,40.7389958,-73.960843,6.33
Public School/Middle School 3,school,school,,,,,40.82139,-73.91667,6.34
Talent Unlimited High School,school,school,,,300 East 68th Street,,40.7660283,-73.9600655,6.34
Visionary Optics,optometrist,,optometrist,,1353 3rd Avenue,New York,40.7731163,-73.9579098,6.34
HealthSource Pharmacy,pharmacy,pharmacy,pharmacy,,1296 2nd Avenue,,40.7662757,-73.9599769,6.34
Bunny Hill Daycare & Preschool,kindergarten,kindergarten,,,213 West Street,Brooklyn,40.7348067,-73.9602409,6.34
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,1294 Lexington Avenue,,40.7803953,-73.9551836,6.35
Uncommon Brownsville North Elementary School,school,school,,,,,40.6722917,-73.9059772,6.35
The Godwin Terrace School,school,school,,,,,40.6578691,-73.8440037,6.35
Duane Reade,pharmacy,pharmacy,pharmacy,,1235 Lexington Avenue,,40.7779735,-73.9565065,6.36
CVS Pharmacy,pharmacy,pharmacy,pharmacy,,1241 Lexington Avenue,New York,40.7782157,-73.9563355,6.36
ThrIVewell Infusion,clinic,clinic,clinic,,,,40.7678967,-73.9599547,6.36
Town Pharmacy,pharmacy,pharmacy,pharmacy,,,,40.7686181,-73.7219288,6.36
Buckley School,school,school,,,,,40.7704801,-73.9592984,6.36
Public School 29,school,school,,,,,40.8216667,-73.9169444,6.37
CityMD,clinic,clinic,clinic,,130-30 Farmers Boulevard,,40.679623,-73.7618095,6.37
Discreet Plastic Surgery,doctors,doctors,doctor,,215 East 72nd Street,New York,40.7696502,-73.9596906,6.37
Organic Planet & Pharmacy,pharmacy,pharmacy,pharmacy,,Driggs Avenue,,40.718161,-73.9550479,6.37
Lincoln Hospital,hospital,hospital,hospital,,234 Eugenio Maria De Hostos Boulevard,Bronx,40.816706,-73.9245464,6.37
NYC Health + Hospitals/Woodhull,hospital,hospital,hospital,,760 Broadway,Brooklyn,40.699481,-73.9427774,6.37
All Saints High School,school,school,,,,,40.7012239,-73.9445117,6.38
Public School 37,school,school,,,,,40.779268,-73.9562492,6.38
Quality Care Physical Therapy,physiotherapist,,physiotherapist,,,,40.6949117,-73.9387943,6.38
Williamsburg Smile Design,dentist,dentist,dentist,,,,40.7185626,-73.955422,6.38
"Sean McCance, MD",doctors,doctors,doctor,,1155 Park Avenue,New York,40.7836766,-73.9542435,6.38
Park Smiles NYC,dentist,dentist,dentist,,1175 Park Avenue,New York,40.7843227,-73.9538074,6.38
P.S. 147Q Ronald McNair,school,school,,,,,40.6977664,-73.7402511,6.38
Junior High School 136,school,school,,,,,40.8313948,-73.8978142,6.38
All Saints Elementary School,school,school,,,,,40.7011228,-73.9445018,6.39
New York Cardiac Diagnostic Center,clinic,clinic,clinic,,115 East 86th Street,New York,40.7799958,-73.9562565,6.39
Divine Smiles Dental,dentist,dentist,dentist,,200 East 72nd Street,,40.7693689,-73.960189,6.39
Caligor Pharmacy,pharmacy,pharmacy,pharmacy,,1226 Lexington Avenue,,40.7774348,-73.9572738,6.39
Karen Horney Clinic,psychotherapist,,psychotherapist,,,,40.7621206,-73.9617849,6.39
Modern Age,alternative,,alternative,,1296 3rd Avenue,,40.7714386,-73.959593,6.39
Atria Parak of Great Neck,social_facility,social_facility,,assisted_living,51 Great Neck Road,Great Neck,40.7860618,-73.728501,6.39
Memorial Sloan Kettering Cancer Center,clinic,clinic,,,,,40.7615916,-73.9619157,6.39
Duane Reade,pharmacy,pharmacy,pharmacy,,1052 1st Avenue,,40.7585473,-73.9624974,6.4
NYC Discount Pharmacy,pharmacy,pharmacy,pharmacy,,1058 1st Avenue,,40.7586547,-73.9624364,6.4
Life is Previous (LIP),social_facility,social_facility,,outreach,,,40.7010139,-73.9446765,6.4
Public School 40 George W. Carver,school,school,,,265 Ralph Avenue,Brooklyn,40.6802002,-73.9214749,6.4
